Order,Property Id,DOF Gross Floor Area,Largest Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Use (All Water Sources) (kgal),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
11364,2797868,64800.0,75600.0,1937,1,100,97.9,103.1,3.3,0.9,5963.2,78.88,40.619657000000004,-73.95744499999999,14.0,538.0,5.849036553975704,8.693362528724993,4.36792771029438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5294,3118379,65286.0,75000.0,1910,1,100,71.7,76.5,3.4,0.7,,,40.799683,-73.955134,10.0,216.0,5.476463551931511,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7777,4413850,54450.0,55000.0,1927,1,90,28.9,,4.2,0.1,,,40.873158000000004,-73.90428100000001,8.0,273.0,3.919991175077323,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7073,3535611,364696.0,382931.0,1930,1,100,87.4,87.1,4.4,,5595.4,14.61,40.846089,-73.909879,5.0,22701.0,7.625790175049861,8.629700110594497,2.681706225762608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8579,2977889,50830.0,56000.0,1927,1,100,87.5,,0.5,0.0,4693.3,83.81,40.892055,-73.86149499999999,12.0,420.0,5.888323788188469,8.453891238745975,4.428552332110815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12482,2801835,130000.0,148066.0,1958,1,100,37.9,37.9,3.7,0.0,8650.5,58.42,,,,,5.58724865840025,9.065372401723577,4.067658296959595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,2383263,81040.0,83170.0,1920,1,100,33.4,34.4,6.7,0.1,1664.4,18.26,40.731398999999996,-74.007927,2.0,69.0,3.9259259105971376,7.417219977108786,2.9047128751668225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14264,2612578,99342.0,99332.0,1962,1,100,89.5,93.6,5.4,0.8,,,,,,,5.922650231107622,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3273,2964327,188830.0,172225.0,1924,1,100,75.4,80.4,5.0,0.0,5483.2,31.84,40.783257,-73.981967,7.0,163.0,6.612712852124064,8.609444151120345,3.460723360976182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9339,4407839,120000.0,125000.0,1956,1,100,74.7,79.6,4.2,0.7,5611.1,44.89,40.675292,-73.969555,8.0,207.0,5.985949366419872,8.632502057727251,3.804215052793841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10544,3117551,62121.0,62121.0,1960,1,100,13.2,13.1,3.8,,4558.0,73.37,40.648094,-73.968583,14.0,506.0,,8.42463920980563,4.295515132725903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11370,2800729,158590.0,158590.0,1959,1,100,87.0,92.2,5.3,0.7,6421.5,40.49,40.619783,-73.95648299999999,14.0,538.0,6.357148785204302,8.767407014253111,3.7010550300440697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6492,3858106,55098.0,66117.0,2007,1,100,74.4,77.6,8.1,0.5,4864.6,73.58,40.825809,-73.908017,3.0,185.0,5.097424424168647,8.489739771301526,4.2983732496766285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7533,4842733,63840.0,67032.0,1937,1,100,126.7,133.6,4.5,1.2,12041.4,179.64,40.854753,-73.899045,5.0,381.0,5.977112040883582,9.396105991172693,5.190954848219537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13990,4040968,554300.0,555000.0,1949,22,100,64.7,70.7,3.7,0.6,,,,,,,7.337978038216028,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11244,3129145,52800.0,52800.0,1953,1,100,87.9,,,,4095.5,74.46,40.62223,-73.97009399999999,12.0,452.0,5.371567828287629,8.317644088955657,4.310262068444571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11303,4043863,65808.0,67092.0,2003,1,100,47.0,,,,1347.8,17.69,40.604764,-73.976959,11.0,424.0,4.845760650906022,7.206228912512117,2.872999508171694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2389,2670574,65480.0,70000.0,1924,1,100,115.7,118.4,21.8,0.0,,,40.738274,-73.985782,6.0,68.0,0.4054651081081644,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9326,4034600,60450.0,70000.0,1970,1,100,55.1,58.5,3.1,0.5,2498.5,35.69,40.67706,-73.97045200000001,8.0,163.0,5.101694025043223,7.82344583078426,3.574870537502069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3215,2540470,170801.0,165000.0,1925,1,100,90.1,96.9,8.7,0.0,7038.4,40.81,40.781859999999995,-73.981036,7.0,163.0,6.656083644053389,8.859136150594455,3.7089271494177143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12789,3531294,69000.0,89046.0,1956,1,100,69.1,73.0,3.0,0.6,,,,,,,5.620763118936109,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,3892953,103158.0,113473.0,1935,1,95,34.5,,,,2813.6,24.8,40.714387,-74.003773,1.0,31.0,4.755312844417811,7.942220081159773,3.2108436531709366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,4403218,65635.0,58196.0,1985,1,100,64.0,66.3,12.3,0.2,3913.4,53.09,40.714489,-74.008643,1.0,21.0,4.455509411433685,8.272161840343998,3.97198858659558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13915,3986800,466368.0,480359.0,1952,8,100,85.6,91.8,3.8,0.8,30557.9,63.61,,,,,7.515017720384913,10.32737852364183,4.152770690690713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14000,2796031,147700.0,147700.0,1949,98,100,137.9,151.0,5.3,1.3,28094.9,190.22,,,,,6.846305316665914,10.243343344187766,5.24818129705424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2680,5847192,75421.0,75421.0,1905,1,100,154.2,151.7,44.5,,5966.9,79.12,40.75654,-73.98414,5.0,119.0,,8.693982808541362,4.370965687314457,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14142,3529867,170080.0,147403.0,1931,1,100,8.7,9.0,1.7,0.0,,,,,,,3.246490991901174,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7486,4835767,54948.0,55000.0,2003,1,100,90.0,95.8,5.2,0.8,5082.0,92.4,40.851442999999996,-73.882227,6.0,393.0,5.3389793482669266,8.53346016388011,4.526126978647638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13924,2805523,704500.0,774950.0,1947,107,100,81.0,85.2,3.9,0.7,,,,,,,7.930242177260755,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11019,3533512,108000.0,108000.0,1950,1,100,9.7,9.4,2.4,0.0,2740.9,25.38,40.634612,-74.031526,10.0,36.0,1.9021075263969205,7.916041612601875,3.2339614622862416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6055,4724741,71305.0,83189.0,1923,1,95,129.1,,,,7310.0,87.87,40.848178000000004,-73.93085500000001,12.0,269.0,6.470799503782602,8.896998552743824,4.475858449507752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6424,2809651,82946.0,80400.0,1931,1,100,61.6,65.3,7.6,0.4,896.3,10.75,40.807214,-73.928405,1.0,19.0,5.0651234793803255,6.7982751783633155,2.3749057545736716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11641,2674521,79200.0,79190.0,1931,1,100,93.4,99.7,3.2,0.9,,,40.596708,-73.950909,15.0,592.0,5.850476853807004,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13123,2795467,99883.0,116530.0,1964,1,100,62.0,65.6,3.6,0.5,,,,,,,5.744604469176457,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3463,4952304,153384.0,157606.0,1986,1,100,82.4,87.8,6.4,0.0,7422.9,45.17,40.790362,-73.975403,7.0,175.0,6.589888875353041,8.91232509538461,3.8104331496665127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,5990066,58905.0,43238.0,2012,1,100,63.7,66.8,8.1,0.4,,,40.743287,-73.993724,4.0,91.0,4.407938016458383,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7949,4406118,68670.0,68670.0,1925,1,100,97.6,102.8,4.2,0.9,,,40.870009,-73.8938,7.0,40303.0,5.702781974322617,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11602,4411941,491050.0,491050.0,1964,1,90,16.6,15.5,4.5,,,,40.578926,-73.972101,13.0,35602.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11588,2927434,67684.0,67684.0,1964,1,100,106.6,113.6,4.1,0.9,5868.5,86.7,40.581829,-73.96725,13.0,366.0,5.830121396699219,8.677354343540179,4.462453883786496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4371,4390625,61051.0,66000.0,1923,1,100,62.6,66.8,5.6,0.0,1798.3,27.25,40.771419,-73.96051,8.0,128.0,5.333201768401539,7.494597053171151,3.305053521109253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3129218,217584.0,228570.0,1952,6,100,25.5,25.1,4.9,0.1,,,,,,,4.624972813284271,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2968,4037229,100142.0,155130.0,2003,9,90,29.4,29.6,4.2,0.2,,,40.766576,-73.99237600000001,4.0,135.0,4.8283137373023015,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7525,3095048,67104.0,62450.0,1922,1,100,120.8,123.5,6.5,0.7,,,40.854426000000004,-73.89915699999999,5.0,379.0,5.9615206707349095,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,4995672,309381.0,361878.0,2013,1,100,72.3,74.0,16.4,0.0,8859.9,24.38,40.706638,-74.012631,1.0,13.0,3.0587070727153796,9.089290756853716,3.1937631240531252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11092,2791455,61026.0,61030.0,1950,1,100,85.6,91.5,3.8,0.8,2856.5,46.81,40.62321,-74.039978,10.0,5201.0,5.45660234551375,7.957352378164517,3.846096855311979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8792,2655312,72553.0,70053.0,1961,1,100,64.5,69.3,3.5,0.6,2182.6,31.16,40.886026,-73.908863,8.0,295.0,5.267858159063328,7.6882721056789896,3.4391352210025476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5072,4407993,141058.0,148111.0,1920,1,100,71.1,75.4,6.0,0.6,7732.8,52.21,40.787205,-73.954091,11.0,16002.0,5.980150787207709,8.953226301090819,3.955274047422461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12056,2910150,116645.0,116445.0,2001,1,100,10.3,10.6,1.9,0.0,,,,,,,3.086486636822455,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2585,1472193,898734.0,677630.0,1963,1,100,86.8,85.5,13.3,,,,40.749076,-73.97568199999999,6.0,88.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1671,2796862,127488.0,127000.0,1922,1,100,110.1,113.6,13.4,0.2,4265.2,33.58,40.748208,-73.99266300000001,5.0,95.0,6.283387613817017,8.358244352144025,3.5139306516493947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4223,2670526,203490.0,206989.0,1928,1,100,84.0,89.6,6.9,0.0,,,40.76995,-73.964681,8.0,130.0,2.631888840136646,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12417,4403961,50100.0,50100.0,1929,1,100,79.8,87.6,3.4,0.8,2283.1,45.57,,,,,5.198497031265826,7.733289447585408,3.8192496052757914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9554,2795385,117366.0,117366.0,1937,1,100,72.9,72.9,3.5,0.6,424.7,3.62,40.664568,-73.93581,9.0,355.0,5.937536205082426,6.0513830373192254,1.2864740258376797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8215,2665220,66342.0,66332.0,1929,1,100,62.6,66.8,4.1,0.5,4630.9,69.81,40.832358,-73.858906,9.0,72.0,5.133442723357803,8.440506512639315,4.24577726598231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11450,3523375,64400.0,74060.0,1937,1,100,82.0,81.6,2.7,0.7,4311.2,58.21,40.606346,-73.95972900000001,15.0,554.0,5.651787179537821,8.368971566619287,4.064057161283644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11196,4498769,80700.0,80700.0,1931,1,100,76.0,80.4,2.9,0.7,5063.6,62.75,40.601058,-73.99697900000001,11.0,292.0,5.64119759946458,8.529832971762673,4.139158578011894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9406,4411859,65046.0,65046.0,1900,1,100,23.4,23.9,4.3,0.1,,,40.675154,-73.949208,8.0,31701.0,3.407841924380824,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5819,3211682,56628.0,59459.0,1910,1,100,92.1,91.6,3.9,0.0,11144.6,187.43,40.823448,-73.953181,9.0,225.0,5.833347679010845,9.318710354642016,5.233405442370894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7568,2785740,60739.0,57000.0,1927,1,100,113.8,111.8,6.9,0.2,3133.2,52.22,40.854169,-73.90355,5.0,241.0,5.937008361311923,8.049810125493083,3.955465563270983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7762,3840149,51600.0,51600.0,1928,1,100,69.6,,4.1,0.4,,,40.871817,-73.902338,8.0,273.0,5.129306823813755,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,2669871,80052.0,86219.0,1926,1,100,75.4,77.8,14.8,0.3,2797.8,29.74,40.721576,-73.997348,2.0,41.0,4.821087692210561,7.93658867304233,3.392492941032009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11690,4326487,583000.0,585000.0,1958,4,100,72.5,77.0,5.2,0.6,27463.2,46.95,40.591371,-73.937271,15.0,596.0,7.4283926101321205,10.220602205671614,3.849083205654272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4165,2715842,98246.0,98246.0,1928,1,100,65.2,68.3,10.9,0.0,1960.6,19.96,40.764672999999995,-73.97012,8.0,11401.0,1.0647107369924282,7.581005827827625,2.993730270883318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5736,4740504,69331.0,69174.0,1920,1,100,98.8,104.4,4.9,0.0,,,40.820471999999995,-73.939938,10.0,232.0,6.028519455058993,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10805,4926060,52872.0,52872.0,1938,1,100,171.1,178.4,6.7,0.7,4507.0,85.24,40.643966999999996,-73.974243,12.0,494.0,6.214608098422191,8.413387022690648,4.445470807230416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6956,2946930,61200.0,61200.0,1920,1,100,92.0,96.8,5.8,0.8,2642.4,43.18,40.816158,-73.897723,2.0,85.0,5.451896454476337,7.87944287407658,3.7653774250866614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,3072208,57493.0,52427.0,1910,1,100,78.4,81.1,12.9,0.4,2336.9,44.57,40.734309,-73.993736,2.0,61.0,4.576770711466393,7.7565805437217605,3.7970609869584644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11819,3022583,85000.0,90000.0,1940,1,100,61.6,64.2,13.2,0.2,272.3,3.03,40.645990000000005,-73.912366,18.0,962.0,4.365643155423357,5.606904399679714,1.1085626195212777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13299,2805148,61536.0,67690.0,1940,1,100,68.1,72.6,3.1,0.6,3129.1,46.23,,,,,5.329331420077207,8.048500702250562,3.833628938000134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7883,4410353,93600.0,93600.0,1940,1,100,92.4,97.4,4.4,0.1,8002.6,85.5,40.8706,-73.88602900000001,7.0,40702.0,6.272877006546167,8.987521767860914,4.448516375942715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2255,5971987,142851.0,73000.0,1903,1,75,174.0,174.0,46.7,0.1,2213.8,30.33,40.745111,-73.984503,5.0,74.0,3.9180050771056933,7.7024657749515235,3.41213732170049,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
